"CBLS County-level Summary Data for OR, 2013",,,,,,,,,
,,,,,,,,,
County FIPS,County Name,# of Children Tested,Total # Children Tested 5-9 µg/dL,Confirmed Cases,,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,
,,,,Total #,Total %,,Total Housing Units,Pre-1950 Housing Units,% of Children < 6 Under Poverty
998,Unknown County,2700,24,0,0%,0,,,
001,Baker County,15,2,0,0%,0,8402,3156,18.9999997615814%
003,Benton County,25,2,0,0%,0,31980,5033,14.0000000596046%
005,Clackamas Count,483,10,0,0%,0,136954,18830,10.0000001490116%
007,Clatsop County,119,.,0,0%,0,19685,7463,23.0000004172325%
009,Columbia County,139,3,0,0%,0,17572,4339,15.0000005960464%
011,Coos County,146,7,0,0%,0,29247,6689,25%
013,Crook County,n,n,n,n,n,8264,1108,18.0000007152557%
015,Curry County,11,.,0,0%,0,11406,885,11.9999997317791%
017,Deschutes Count,24,1,0,0%,0,54583,4102,10.9999999403954%
019,Douglas County,150,1,0,0%,0,43284,7800,21.9999998807907%
021,Gilliam County,n,n,n,n,n,1043,497,14.0000000596046%
027,Hood River Coun,31,.,0,0%,0,7818,2176,21.9999998807907%
029,Jackson County,87,1,0,0%,1,75737,11306,20.0000002980232%
031,Jefferson Count,50,2,0,0%,0,8319,517,25%
033,Josephine Count,135,1,0,0%,0,33239,4478,27.0000010728836%
035,Klamath County,27,.,0,0%,0,28883,7659,25.9999990463257%
039,Lane County,247,10,2,0.800000037997961%,1,138946,22595,20.0000002980232%
041,Lincoln County,38,.,0,0%,0,26889,4457,23.0000004172325%
043,Linn County,74,3,0,0%,0,42521,8691,18.0000007152557%
045,Malheur County,207,10,0,0%,0,11233,2757,28.0000001192093%
047,Marion County,741,7,0,0%,2,108174,17026,21.9999998807907%
049,Morrow County,n,n,n,n,n,4276,806,23.0000004172325%
051,Multnomah Count,4877,128,8,0.20000000949949%,3,288561,112407,17.0000001788139%
053,Polk County,133,.,0,0%,0,24461,4467,17.0000001788139%
055,Sherman County,5,.,0,0%,0,935,377,18.0000007152557%
057,Tillamook Count,162,7,0,0%,0,15906,3801,20.0000002980232%
059,Umatilla County,133,4,1,0.800000037997961%,0,27676,6978,20.0000002980232%
061,Union County,178,5,2,1.09999999403954%,0,10603,3864,18.9999997615814%
063,Wallowa County,n,n,n,n,n,3900,1413,28.0000001192093%
065,Wasco County,60,.,0,0%,0,10651,2990,20.0000002980232%
067,Washington Coun,1119,109,2,0.20000000949949%,1,178913,11239,9.00000035762787%
071,Yamhill County,208,2,0,0%,0,30270,5937,11.9999997317791%
*# of Addresses where address state not in selected state: 1716,# of Addresses where program state is not in selected state: 0,,,,,,,,
,,,,,,,,,
"* Based on most recent five years of data, 2009-2013",,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,
