"CBLS County-level Summary Data for OH, 2012",,,,,,,,,
,,,,,,,,,
County FIPS,County Name,# of Children Tested,Total # Children Tested 5-9 µg/dL,Confirmed Cases,,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,
,,,,Total #,Total %,,Total Housing Units,Pre-1950 Housing Units,% of Children < 6 Under Poverty
001,Adams County,313,7,0,0%,0,11822,3042,15.9999996423721%
003,Allen County,1391,45,8,0.600000005215406%,3,44245,15440,23.0000004172325%
005,Ashland County,447,24,5,1.09999999403954%,2,20832,8034,17.0000001788139%
007,Ashtabula Count,1091,74,21,1.89999993890524%,9,43792,18493,20.0000002980232%
009,Athens County,793,16,1,0.100000004749745%,1,24901,7526,25%
011,Auglaize County,364,11,3,0.800000037997961%,1,18470,7175,10.0000001490116%
013,Belmont County,625,42,5,0.800000037997961%,5,31236,14024,23.9999994635582%
015,Brown County,471,9,3,0.600000005215406%,0,17193,3924,18.9999997615814%
017,Butler County,5922,301,19,0.300000002607703%,4,129793,26225,11.9999997317791%
019,Carroll County,255,38,1,0.400000018998981%,1,13016,4147,20.9999993443489%
021,Champaign Count,489,22,4,0.800000037997961%,1,15890,6108,12.9999995231628%
023,Clark County,3089,179,39,1.30000002682209%,17,61056,21250,18.9999997615814%
025,Clermont County,1759,44,5,0.300000002607703%,1,69226,8807,10.0000001490116%
027,Clinton County,444,12,1,0.20000000949949%,0,16577,5433,10.9999999403954%
029,Columbiana Coun,1245,124,16,1.30000002682209%,14,46083,18788,18.9999997615814%
031,Coshocton Count,581,30,5,0.899999961256981%,1,16107,6229,12.9999995231628%
033,Crawford County,483,46,9,1.89999993890524%,3,20178,8962,18.9999997615814%
035,Cuyahoga County,23660,2776,822,3.50000001490116%,262,616903,260885,21.9999998807907%
037,Darke County,675,27,1,0.100000004749745%,0,21583,9317,12.9999995231628%
039,Defiance County,531,13,2,0.400000018998981%,2,16040,5326,7.99999982118607%
041,Delaware County,932,29,4,0.400000018998981%,2,42374,6139,5.00000007450581%
043,Erie County,479,16,7,1.49999996647239%,3,35909,12310,15.0000005960464%
045,Fairfield Count,1739,64,6,0.300000002607703%,1,47922,12306,10.9999999403954%
047,Fayette County,556,19,3,0.499999988824129%,1,11904,4352,18.0000007152557%
049,Franklin County,19716,614,52,0.300000002607703%,28,471016,90783,15.9999996423721%
051,Fulton County,357,10,2,0.600000005215406%,0,16232,6132,5.99999986588955%
053,Gallia County,295,12,0,0%,0,13498,2979,31.0000002384186%
055,Geauga County,435,14,1,0.20000000949949%,1,32805,6661,7.00000002980232%
057,Greene County,1622,29,4,0.20000000949949%,3,58224,9269,10.0000001490116%
059,Guernsey County,754,44,6,0.800000037997961%,1,18771,6859,27.0000010728836%
061,Hamilton County,15815,921,169,1.09999999403954%,79,373393,135987,18.9999997615814%
063,Hancock County,678,13,2,0.300000002607703%,0,29785,9892,10.0000001490116%
065,Hardin County,385,17,5,1.30000002682209%,1,12907,5719,18.0000007152557%
067,Harrison County,198,17,7,3.50000001490116%,3,7680,3184,21.9999998807907%
069,Henry County,274,8,5,1.79999992251396%,1,11622,4925,11.9999997317791%
071,Highland County,522,21,0,0%,3,17583,5422,18.9999997615814%
073,Hocking County,448,13,1,0.20000000949949%,0,12141,3669,18.0000007152557%
075,Holmes County,245,10,1,0.400000018998981%,1,12280,3800,17.0000001788139%
077,Huron County,919,30,5,0.499999988824129%,3,23594,9122,14.0000000596046%
079,Jackson County,371,10,0,0%,1,13909,4383,23.0000004172325%
081,Jefferson Count,375,23,7,1.89999993890524%,3,33291,13365,28.999999165535%
083,Knox County,933,35,6,0.600000005215406%,0,21793,7900,15.9999996423721%
085,Lake County,2033,50,2,0.100000004749745%,0,93487,17281,7.99999982118607%
087,Lawrence County,699,35,6,0.899999961256981%,1,27189,6229,27.0000010728836%
089,Licking County,2372,120,10,0.400000018998981%,2,58760,15496,10.9999999403954%
091,Logan County,538,21,6,1.09999999403954%,1,21571,7753,15.0000005960464%
093,Lorain County,3439,171,26,0.800000037997961%,2,111368,29466,15.9999996423721%
095,Lucas County,5762,540,110,1.89999993890524%,66,196259,73690,23.0000004172325%
097,Madison County,563,6,0,0%,0,14399,4168,14.0000000596046%
099,Mahoning County,2677,227,29,1.09999999403954%,16,111762,38140,23.0000004172325%
101,Marion County,892,24,4,0.400000018998981%,1,26298,10909,18.0000007152557%
103,Medina County,1254,25,3,0.20000000949949%,0,56793,9904,7.00000002980232%
105,Meigs County,327,25,2,0.600000005215406%,4,10782,3702,33.0000013113022%
107,Mercer County,398,10,1,0.300000002607703%,0,15875,5088,10.0000001490116%
109,Miami County,1065,119,8,0.800000037997961%,3,40554,14056,9.00000035762787%
111,Monroe County,182,8,2,1.09999999403954%,0,7212,2716,18.0000007152557%
113,Montgomery Coun,6864,244,44,0.600000005215406%,8,248443,66917,18.0000007152557%
115,Morgan County,241,22,1,0.400000018998981%,0,7771,2705,33.0000013113022%
117,Morrow County,352,5,2,0.600000005215406%,2,12132,3789,15.9999996423721%
119,Muskingum Count,1686,65,8,0.499999988824129%,5,35163,12609,23.0000004172325%
121,Noble County,232,14,2,0.899999961256981%,0,5480,2054,20.9999993443489%
123,Ottawa County,322,17,0,0%,0,25532,7732,10.0000001490116%
