"CBLS County-level Summary Data for RI, 2008",,,,,,,,,,
,,,,,,,,,,
County FIPS,County Name,# of Children Tested,Percent of Children Tested,Total # of Confirmed Cases,Percent of Children With Elevated Blood Lead Levels,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2008"
,,,,,,,Total Housing Units,Pre-1950 Housing Units,% of Children < 6 Under Poverty,
001,Bristol County,1480,55.0000011920929%,12,0.810810810810811%,6,19881,8417,7.00000002980232%,2693
003,Kent County,3434,32.6999992132187%,12,0.34944670937682%,7,70365,20216,10.0000001490116%,10498
005,Newport County,2104,41.8999999761581%,14,0.665399239543726%,5,39561,15162,12.9999995231628%,5025
007,Providence County,19753,41.499999165535%,432,2.18700956816686%,185,253214,115380,25%,47590
009,Washington County,2419,33.7000012397766%,15,0.620090946672179%,7,56816,13237,7.00000002980232%,7187
999,Unknown,5,.,0,0%,0,,,,
,,,,,,,,,,
"* Based on most recent five years of data, 2004-2008",,,,,,,,,,
n - indicates data suppressed because less than 5 children were tested in area,,,,,,,,,,
,,,,,,,,,,
,Rhode Island 2008 Confirmed Cases,,485,,,,,,,
