"CBLS County-level Summary Data for WI, 2008",,,,,,,,,,
,,,,,,,,,,
County FIPS,County Name,# of Children Tested,Percent of Children Tested,Total # of Confirmed Cases,Percent of Children With Elevated Blood Lead Levels,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2008"
,,,,,,,Total Housing Units,Pre-1950 Housing Units,% of Children < 6 Under Poverty,
001,Adams County,186,18.5000002384186%,2,1.0752688172043%,0,14123,1674,15.0000005960464%,1008
003,Ashland County,352,29.6999990940094%,1,0.284090909090909%,0,8883,3781,17.0000001788139%,1184
005,Barron County,515,16.2000000476837%,4,0.776699029126214%,0,20969,7238,14.0000000596046%,3188
007,Bayfield County,204,25.4000008106232%,1,0.490196078431373%,0,11640,3651,20.9999993443489%,802
009,Brown County,4887,23.9999994635582%,27,0.552486187845304%,7,90199,17826,9.00000035762787%,20381
011,Buffalo County,212,23.2999995350838%,6,2.83018867924528%,1,6098,2777,10.0000001490116%,909
013,Burnett County,224,24.3000000715256%,0,0%,0,12582,2425,12.9999995231628%,922
015,Calumet County,218,5.49999997019768%,1,0.458715596330275%,0,15758,4060,5.00000007450581%,3983
017,Chippewa County,884,19.4000005722046%,8,0.904977375565611%,5,22821,8066,11.9999997317791%,4562
019,Clark County,444,13.6000007390976%,0,0%,1,13531,6316,20.0000002980232%,3267
021,Columbia County,794,19.6999996900558%,8,1.00755667506297%,2,22685,8510,5.99999986588955%,4039
023,Crawford County,260,22.4000006914139%,1,0.384615384615385%,0,8480,2840,12.9999995231628%,1162
025,Dane County,4341,11.6999998688698%,10,0.230361667818475%,2,180398,37341,7.99999982118607%,37233
027,Dodge County,889,15.1999995112419%,6,0.674915635545557%,0,33672,13814,7.99999982118607%,5830
029,Door County,357,23.6000001430511%,0,0%,0,19587,6021,11.9999997317791%,1515
031,Douglas County,836,28.099998831749%,6,0.717703349282297%,2,20356,8985,18.0000007152557%,2980
033,Dunn County,478,16.2000000476837%,1,0.209205020920502%,1,15277,5038,14.0000000596046%,2951
035,Eau Claire County,1479,20.9000006318092%,6,0.405679513184584%,2,37474,10758,11.9999997317791%,7083
037,Florence County,39,18.8999995589256%,0,0%,0,4239,1093,12.9999995231628%,206
039,Fond du Lac County,1205,16.6999995708466%,12,0.995850622406639%,0,39271,14645,7.00000002980232%,7236
041,Forest County,148,22.8000000119209%,0,0%,0,8322,2306,18.9999997615814%,650
043,Grant County,792,23.0000004172325%,10,1.26262626262626%,3,19940,8150,14.0000000596046%,3441
045,Green County,476,17.5999999046326%,4,0.840336134453782%,0,13878,5826,5.00000007450581%,2705
047,Green Lake County,291,22.1000000834465%,5,1.71821305841924%,2,9831,3886,11.9999997317791%,1319
049,Iowa County,286,15.1999995112419%,1,0.34965034965035%,0,9579,4240,5.99999986588955%,1882
051,Iron County,92,37.4000012874603%,0,0%,0,5706,2209,18.0000007152557%,246
053,Jackson County,346,24.099999666214%,5,1.44508670520231%,0,8029,3005,12.9999995231628%,1437
055,Jefferson County,1076,17.2000005841255%,7,0.650557620817844%,2,30092,11137,7.00000002980232%,6274
