"CBLS County-level Summary Data for PA, 2013",,,,,,,,,
,,,,,,,,,
County FIPS,County Name,# of Children Tested,Total # Children Tested 5-9 µg/dL,Confirmed Cases,,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,
,,,,Total #,Total %,,Total Housing Units,Pre-1950 Housing Units,% of Children < 6 Under Poverty
998,Unknown County,987,56,19,1.89999993890524%,5,,,
001,Adams County,421,30,12,2.8999999165535%,10,35831,10986,10.9999999403954%
003,Allegheny Count,8365,574,93,1.09999999403954%,93,583646,265497,17.0000001788139%
005,Armstrong Count,491,49,17,3.50000001490116%,4,32387,14906,18.0000007152557%
007,Beaver County,911,86,14,1.49999996647239%,12,77765,32842,15.9999996423721%
009,Bedford County,280,28,1,0.400000018998981%,2,23529,8664,12.9999995231628%
011,Berks County,2898,318,41,1.40000004321337%,63,150222,61296,14.0000000596046%
013,Blair County,790,75,17,2.19999998807907%,11,55061,27186,20.0000002980232%
015,Bradford County,326,27,3,0.899999961256981%,0,28664,12166,18.0000007152557%
017,Bucks County,2089,35,9,0.400000018998981%,2,225498,37778,5.00000007450581%
019,Butler County,709,41,11,1.60000007599592%,4,69868,18841,10.0000001490116%
021,Cambria County,712,76,21,2.8999999165535%,13,65796,33943,20.9999993443489%
023,Cameron County,37,.,0,0%,0,4592,1991,11.9999997317791%
025,Carbon County,289,29,3,0.999999977648258%,3,30492,13953,17.0000001788139%
027,Centre County,539,14,7,1.30000002682209%,0,53161,12169,12.9999995231628%
029,Chester County,3085,132,26,0.800000037997961%,16,163773,33584,5.00000007450581%
031,Clarion County,213,10,2,0.899999961256981%,1,19426,7675,20.9999993443489%
033,Clearfield Coun,539,31,5,0.899999961256981%,3,37855,16832,20.9999993443489%
035,Clinton County,199,12,1,0.499999988824129%,1,18166,7049,21.9999998807907%
037,Columbia County,214,12,1,0.499999988824129%,0,27733,11920,14.0000000596046%
039,Crawford County,424,35,7,1.7000000923872%,7,42416,17177,20.9999993443489%
041,Cumberland Coun,596,39,10,1.7000000923872%,6,86951,22172,9.00000035762787%
043,Dauphin County,1896,195,49,2.60000005364418%,65,111133,35305,15.9999996423721%
045,Delaware County,4733,278,40,0.800000037997961%,49,216978,88980,10.9999999403954%
047,Elk County,166,7,1,0.600000005215406%,0,18115,7600,11.9999997317791%
049,Erie County,2541,235,63,2.5000000372529%,44,114322,45053,18.0000007152557%
051,Fayette County,823,30,6,0.700000021606684%,2,66490,31790,27.0000010728836%
053,Forest County,25,4,0,0%,0,8701,2411,20.0000002980232%
055,Franklin County,785,76,20,2.5000000372529%,13,53803,16822,10.9999999403954%
057,Fulton County,97,4,0,0%,1,6790,2093,18.0000007152557%
059,Greene County,132,11,1,0.800000037997961%,1,16678,7705,27.0000010728836%
061,Huntingdon Coun,200,17,3,1.49999996647239%,0,21058,8160,15.0000005960464%
063,Indiana County,480,37,6,1.30000002682209%,4,37250,13518,21.9999998807907%
065,Jefferson Count,273,30,5,1.79999992251396%,6,22104,10208,20.0000002980232%
067,Juniata County,130,10,4,3.09999994933605%,2,10031,3532,14.0000000596046%
069,Lackawanna Coun,904,76,17,1.89999993890524%,21,95362,53958,15.0000005960464%
071,Lancaster Count,2048,129,25,1.20000001043081%,26,179990,56775,11.9999997317791%
073,Lawrence County,296,11,2,0.700000021606684%,4,39635,18719,20.9999993443489%
075,Lebanon County,621,45,14,2.30000000447035%,11,49320,19336,14.0000000596046%
077,Lehigh County,2183,168,38,1.7000000923872%,30,128910,46673,15.9999996423721%
079,Luzerne County,1654,122,29,1.79999992251396%,18,144686,77653,18.0000007152557%
081,Lycoming County,604,46,7,1.20000001043081%,4,52464,23253,18.0000007152557%
083,Mc Kean County,384,38,12,3.09999994933605%,6,21644,11696,20.9999993443489%
085,Mercer County,716,48,9,1.30000002682209%,3,49859,21076,20.0000002980232%
087,Mifflin County,253,10,2,0.800000037997961%,0,20745,8990,18.9999997615814%
089,Monroe County,654,23,4,0.600000005215406%,6,67581,9432,10.0000001490116%
091,Montgomery Coun,4492,153,16,0.400000018998981%,22,297434,85670,3.99999991059303%
093,Montour County,82,4,0,0%,0,7627,2840,15.0000005960464%
095,Northampton Cou,1467,91,20,1.40000004321337%,16,106710,42524,10.9999999403954%
097,Northumberland,582,57,7,1.20000001043081%,7,43164,25032,18.0000007152557%
099,Perry County,219,17,1,0.499999988824129%,3,18941,6188,10.9999999403954%
101,Philadelphia Co,24005,2154,287,1.20000001043081%,248,661958,386382,31.9999992847443%
103,Pike County,270,16,2,0.700000021606684%,1,34681,3662,9.00000035762787%
105,Potter County,174,25,0,0%,1,12159,4868,21.9999998807907%
107,Schuylkill Coun,1037,122,47,4.50000017881393%,27,67806,41921,12.9999995231628%
109,Snyder County,208,17,5,2.40000002086163%,3,14890,5284,12.9999995231628%
111,Somerset County,308,18,5,1.60000007599592%,1,37163,15926,20.0000002980232%
113,Sullivan County,17,1,0,0%,0,6017,2507,14.0000000596046%
115,Susquehanna Cou,153,10,2,1.30000002682209%,0,21829,8496,15.9999996423721%
117,Tioga County,210,11,0,0%,2,19893,8072,18.0000007152557%
119,Union County,198,18,5,2.5000000372529%,2,14684,5089,7.99999982118607%
121,Venango County,327,41,6,1.79999992251396%,4,26904,12769,27.0000010728836%
123,Warren County,239,28,10,4.19999994337559%,3,23058,10043,15.9999996423721%
125,Washington Coun,910,65,12,1.30000002682209%,9,87267,36963,15.0000005960464%
127,Wayne County,224,17,4,1.79999992251396%,1,30593,7741,15.9999996423721%
129,Westmoreland Co,1514,76,17,1.09999999403954%,13,161058,58298,12.9999995231628%
131,Wyoming County,53,8,0,0%,1,12713,4561,17.0000001788139%
133,York County,2260,207,81,3.59999984502792%,108,156720,49221,9.00000035762787%
