"CBLS County-level Summary Data for OK, 2013",,,,,,,,,
,,,,,,,,,
County FIPS,County Name,# of Children Tested,Total # Children Tested 5-9 µg/dL,Confirmed Cases,,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,
,,,,Total #,Total %,,Total Housing Units,Pre-1950 Housing Units,% of Children < 6 Under Poverty
998,Unknown County,187,3,1,0.499999988824129%,0,,,
001,Adair County,487,13,4,0.800000037997961%,0,8348,1329,28.0000001192093%
003,Alfalfa County,19,.,0,0%,0,2832,1587,25.9999990463257%
005,Atoka County,166,14,1,0.600000005215406%,0,5673,707,31.0000002384186%
007,Beaver County,44,.,0,0%,0,2719,927,18.0000007152557%
009,Beckham County,438,21,0,0%,0,8796,2277,28.999999165535%
011,Blaine County,268,25,1,0.400000018998981%,0,5208,1553,28.0000001192093%
013,Bryan County,610,22,4,0.700000021606684%,0,16715,2455,21.9999998807907%
015,Caddo County,680,23,1,0.100000004749745%,0,13096,3343,34.0000003576279%
017,Canadian County,649,14,2,0.300000002607703%,0,33969,3923,11.9999997317791%
019,Carter County,708,17,4,0.600000005215406%,0,20577,4627,25.9999990463257%
021,Cherokee County,545,8,1,0.20000000949949%,0,19499,1804,36.0000014305115%
023,Choctaw County,321,15,1,0.300000002607703%,1,7539,1421,37.0000004768372%
025,Cimarron County,27,.,0,0%,0,1583,638,34.9999994039536%
027,Cleveland Count,1516,9,3,0.20000000949949%,3,84844,5133,11.9999997317791%
029,Coal County,86,2,0,0%,0,2744,702,27.0000010728836%
031,Comanche County,1329,11,1,0.100000004749745%,0,45416,5884,23.0000004172325%
033,Cotton County,83,3,1,1.20000001043081%,0,3085,949,28.0000001192093%
035,Craig County,130,3,1,0.800000037997961%,0,6459,2045,18.9999997615814%
037,Creek County,1119,33,3,0.300000002607703%,0,27986,4892,20.0000002980232%
039,Custer County,302,12,3,0.999999977648258%,1,11675,2290,25.9999990463257%
041,Delaware County,319,8,0,0%,0,22290,1813,31.0000002384186%
043,Dewey County,39,1,1,2.60000005364418%,0,2425,952,27.0000010728836%
045,Ellis County,23,.,0,0%,0,2146,976,23.9999994635582%
047,Garfield County,257,9,9,3.50000001490116%,0,26047,7339,23.0000004172325%
049,Garvin County,302,16,0,0%,0,12641,3064,20.0000002980232%
051,Grady County,722,28,1,0.100000004749745%,0,19444,4440,18.0000007152557%
053,Grant County,34,1,3,8.79999995231628%,1,2622,1271,28.999999165535%
