"CBLS County-level Summary Data for IL, 2008",,,,,,,,,,
,,,,,,,,,,
County FIPS,County Name,# of Children Tested,Percent of Children Tested,Total # of Confirmed Cases,Percent of Children With Elevated Blood Lead Levels,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2008"
,,,,,,,Total Housing Units,Pre-1950 Housing Units,% of Children < 6 Under Poverty,
001,Adams County,743,15.0999993085861%,26,3.49932705248991%,8,29386,12335,12.9999995231628%,4925
003,Alexander County,106,16.0999998450279%,1,0.943396226415094%,0,4591,1540,40.0000005960465%,658
005,Bond County,276,22.4999994039536%,1,0.36231884057971%,0,6690,2153,14.0000000596046%,1226
007,Boone County,470,10.0000001490116%,6,1.27659574468085%,1,15414,4241,10.9999999403954%,4710
009,Brown County,32,9.79999974370003%,2,6.25%,0,2456,1328,10.0000001490116%,328
011,Bureau County,230,9.20000001788139%,7,3.04347826086957%,1,15331,8355,12.9999995231628%,2499
013,Calhoun County,36,11.1000001430511%,1,2.77777777777778%,0,2681,999,10.9999999403954%,324
015,Carroll County,141,14.9000003933907%,0,0%,3,7945,4144,15.0000005960464%,946
017,Cass County,225,19.7999998927116%,2,0.888888888888889%,1,5784,2915,17.0000001788139%,1137
019,Champaign County,1832,13.0999997258186%,8,0.436681222707424%,0,75280,14330,15.0000005960464%,14018
021,Christian County,597,24.7999995946884%,7,1.17252931323283%,2,14992,7092,18.0000007152557%,2408
023,Clark County,271,23.4999999403954%,3,1.1070110701107%,1,7816,3260,12.9999995231628%,1151
025,Clay County,254,24.7999995946884%,3,1.18110236220472%,3,6394,2183,12.9999995231628%,1025
027,Clinton County,342,13.3000001311302%,3,0.87719298245614%,0,13805,3724,7.99999982118607%,2570
029,Coles County,656,19.7999998927116%,3,0.457317073170732%,2,22768,7944,14.0000000596046%,3311
031,Cook County,23434,5.20000010728836%,1695,7.23308013996757%,1233,2096121,800622,20.0000002980232%,453782
033,Crawford County,274,23.8999992609024%,2,0.72992700729927%,0,8785,3514,15.0000005960464%,1146
035,Cumberland County,117,15.2999997138977%,0,0%,0,4876,1601,17.0000001788139%,765
037,DeKalb County,648,8.10000002384186%,4,0.617283950617284%,1,32988,9028,10.0000001490116%,7955
039,De Witt County,300,25.7999986410141%,3,1%,0,7282,3344,15.9999996423721%,1164
041,Douglas County,304,18.1999996304512%,2,0.657894736842105%,1,8005,3005,11.9999997317791%,1669
043,Du Page County,5440,7.50000029802322%,16,0.294117647058823%,1,335621,33311,3.99999991059303%,72557
045,Edgar County,208,16.5999993681908%,3,1.44230769230769%,1,8611,4252,20.0000002980232%,1253
