"CBLS County-level Summary Data for WV, 2008",,,,,,,,,,
,,,,,,,,,,
County FIPS,County Name,# of Children Tested,Percent of Children Tested,Total # of Confirmed Cases,Percent of Children With Elevated Blood Lead Levels,# of Addresses- Multiple Children w/ Confirmed EBLLs *,Census 2000 Data,,,"Estimated Population of Children < 6, 2008"
,,,,,,,Total Housing Units,Pre-1950 Housing Units,% of Children < 6 Under Poverty,
001,Barbour County,124,11.9000002741814%,3,2.41935483870968%,2,7348,2391,36.0000014305115%,1043
003,Berkeley County,388,4.39999997615814%,2,0.515463917525773%,0,32913,6090,18.9999997615814%,8782
005,Boone County,210,11.4000000059605%,0,0%,0,11575,2760,31.0000002384186%,1845
007,Braxton County,100,11.4000000059605%,0,0%,0,7374,1767,23.9999994635582%,881
009,Brooke County,73,5.60000017285347%,1,1.36986301369863%,1,11150,4022,20.0000002980232%,1314
011,Cabell County,785,11.2999998033047%,2,0.254777070063694%,0,45615,15262,28.0000001192093%,6919
013,Calhoun County,63,14.1000002622604%,0,0%,0,3848,1193,30.0000011920929%,446
015,Clay County,140,18.5000002384186%,2,1.42857142857143%,0,4836,863,37.9999995231628%,757
017,Doddridge County,30,7.00000002980232%,0,0%,1,3661,1305,27.0000010728836%,426
019,Fayette County,493,14.4999995827675%,2,0.405679513184584%,0,21616,8200,34.0000003576279%,3394
021,Gilmer County,72,17.5999999046326%,1,1.38888888888889%,0,3621,1102,21.9999998807907%,408
023,Grant County,76,9.79999974370003%,0,0%,0,6105,1044,20.0000002980232%,773
025,Greenbrier County,411,17.8000003099442%,3,0.72992700729927%,0,17644,4893,31.0000002384186%,2313
027,Hampshire County,119,7.80000016093254%,1,0.840336134453782%,0,11185,1892,18.0000007152557%,1529
029,Hancock County,169,8.69999974966049%,0,0%,0,14728,4925,18.0000007152557%,1938
031,Hardy County,71,7.50000029802322%,0,0%,0,7115,1481,10.9999999403954%,945
033,Harrison County,582,11.5000002086163%,1,0.171821305841924%,2,31112,12487,25.9999990463257%,5054
035,Jackson County,216,11.2999998033047%,2,0.925925925925926%,0,12245,1863,23.0000004172325%,1920
037,Jefferson County,150,3.50000001490116%,1,0.666666666666667%,0,17623,3440,12.9999995231628%,4237
039,Kanawha County,1721,12.3000003397465%,4,0.232423009877978%,1,93788,28254,23.9999994635582%,14031
041,Lewis County,282,24.1999998688698%,8,2.83687943262411%,5,7944,2954,30.0000011920929%,1166
043,Lincoln County,210,12.8000006079674%,1,0.476190476190476%,0,9846,1613,43.0000007152557%,1645
045,Logan County,232,9.30000022053719%,0,0%,0,16807,4326,34.9999994039536%,2504
047,McDowell County,163,10.1000003516674%,4,2.45398773006135%,1,13582,6267,57.9999983310699%,1607
049,Marion County,524,13.8999998569489%,5,0.954198473282443%,1,26660,11346,23.0000004172325%,3764
051,Marshall County,208,10.8000002801418%,5,2.40384615384615%,0,15814,6425,28.0000001192093%,1923
053,Mason County,189,10.4999996721745%,0,0%,0,12056,2789,23.9999994635582%,1795
055,Mercer County,528,12.2000001370907%,2,0.378787878787879%,1,30143,8859,30.0000011920929%,4343
057,Mineral County,244,13.3000001311302%,4,1.63934426229508%,1,12094,3552,20.0000002980232%,1830
059,Mingo County,156,7.59999975562096%,1,0.641025641025641%,0,12898,2472,44.9999988079071%,2057
061,Monongalia County,629,11.1000001430511%,5,0.794912559618442%,1,36695,9253,23.0000004172325%,5667
063,Monroe County,106,13.0999997258186%,3,2.83018867924528%,1,7267,1857,25%,807
065,Morgan County,101,10.0000001490116%,0,0%,0,8076,1545,12.9999995231628%,1010
067,Nicholas County,232,13.3000001311302%,5,2.1551724137931%,0,12406,2502,27.0000010728836%,1743
069,Ohio County,269,9.39999967813492%,6,2.23048327137546%,2,22166,11634,23.9999994635582%,2850
071,Pendleton County,33,7.29999989271164%,0,0%,0,5102,1477,20.0000002980232%,454
073,Pleasants County,34,8.60000029206276%,1,2.94117647058823%,0,3214,831,25.9999990463257%,394
075,Pocahontas County,51,10.3000000119209%,0,0%,0,7594,1714,18.9999997615814%,495
077,Preston County,261,13.3000001311302%,3,1.14942528735632%,1,13444,3939,28.999999165535%,1968
079,Putnam County,313,7.69999995827675%,1,0.319488817891374%,0,21621,2547,12.9999995231628%,4088
081,Raleigh County,679,12.5%,3,0.441826215022091%,0,35678,9198,31.0000002384186%,5427
083,Randolph County,165,8.60000029206276%,0,0%,1,13478,3831,23.9999994635582%,1925
085,Ritchie County,53,7.90000036358833%,0,0%,0,5513,2097,23.0000004172325%,673
087,Roane County,55,5.49999997019768%,1,1.81818181818182%,0,7360,2255,37.0000004768372%,993
089,Summers County,114,17.4999997019768%,1,0.87719298245614%,0,7331,2280,33.0000013113022%,653
091,Taylor County,100,10.3000000119209%,2,2%,0,7125,2499,25%,970
